img_fName,img_w,img_h,bbx_xtl,bbx_ytl,bbx_xbr,bbx_ybr,class_label
9fc14643-74d4-4f40-bd12-b5d17f584de5.jpeg,1498,1367,438,397,751,834,albopictus
6c78d77e-94a2-44f8-bcba-88c5cf22b5c8.jpeg,3456,4608,684,2537,2944,3651,japonicus/koreicus
5ddb989d-9c43-4cff-97db-f912e26947a4.jpeg,2336,4160,1097,2042,1439,2350,albopictus
0fc6ea99-061b-4ded-8807-fabb0fe1e260.jpeg,1024,1368,46,396,895,960,culex
df85515e-88aa-4ca6-8e60-85f8a0250b86.jpeg,1152,1123,390,302,666,715,albopictus
97f92df4-f569-4080-afd6-bd35a99cb875.jpeg,1365,1024,362,308,540,446,culex
03bf27ef-4c7c-4061-bed1-a855faafe87c.jpeg,795,749,115,145,682,622,culex
2896b03a-aad7-4f51-844b-9eb66acfa32f.jpeg,2048,1024,861,314,1263,735,culex
0d35ce5f-d723-41ab-b9e5-9ee8c25593ed.jpeg,1249,823,117,235,766,667,albopictus
14565ada-6425-4c9c-a3d9-71a0dc86d8ba.jpeg,768,1024,375,546,501,676,albopictus
11d62ccf-c943-403d-a2dc-8213d27adb13.jpeg,5616,2808,872,459,3656,2449,culex
631c9e5e-f9d6-4fba-9fd7-ff0ada68798d.jpeg,3024,4032,1017,2061,1939,2757,culex
978fb9f8-f168-4385-85af-5ffe65736213.jpeg,3024,4032,1188,1426,1943,2290,albopictus
42dd78ba-737b-4b07-8e4e-0ac510a58b05.jpeg,768,1024,163,310,376,616,culex
b454e2bd-60b7-47d7-b159-14ce287956f3.jpeg,820,1249,389,570,567,792,albopictus
cbf1246d-3db4-46e2-9776-c8da9543f578.jpeg,3024,4032,1415,1847,2499,2588,culex
ae02d77c-412f-40a5-8980-b9eca31df6c6.jpeg,3000,4000,520,1459,2669,3633,albopictus
977f6be9-28c5-4b37-a8fb-2ba60d4f6ced.jpeg,1536,2048,159,392,1005,1339,albopictus
23465abc-1a7d-4570-bd34-f31258dd16ea.jpeg,1800,4000,19,767,1604,2573,culex
8ba4790d-8102-4ee3-8bf9-4e6a5787cc6c.jpeg,576,1024,200,494,441,709,culex
8ca3f391-6e1e-4908-ab32-dce65d74bf97.jpeg,3000,4000,1570,2924,1919,3251,albopictus
3c8a26fb-4b67-45bd-bfbf-3edb65b4c772.jpeg,1365,1024,664,370,884,569,culex
4b590e8e-9d69-4474-863d-bd3f41e73ee1.jpeg,3840,5120,970,593,3165,3353,culiseta
a410d919-7afd-477d-8cf7-0b78f1f17f79.jpeg,1458,2592,493,1421,843,1792,albopictus
4287618a-0bc0-4c66-b973-367cf532b648.jpeg,4608,3456,1333,965,3559,2781,albopictus
adab3e33-8239-4ec5-976e-115b5c2fffb3.jpeg,768,1024,275,503,350,602,albopictus
8247e228-0ebb-4007-a102-c04def8f5a2f.jpeg,3024,4032,749,1688,1853,2646,culex
15d5ab35-5a60-4442-a314-2180fccb9bde.jpeg,768,1024,122,298,472,700,albopictus
e57df9bf-8667-40dc-9e26-23cd21badd9b.jpeg,938,771,255,101,828,581,culex
6cd15d9d-64ac-43ed-8653-b7151d27e8de.jpeg,1423,1493,326,495,911,1074,culiseta
670dc232-fea4-4883-8e5c-1e0c2f9accf0.jpeg,3024,4032,1608,2034,2419,2988,albopictus
0a8cdf7d-4d19-4579-b25f-414688144bcd.jpeg,3120,4208,1338,2039,1772,2444,albopictus
8f23f471-c316-4eb8-a154-b085d9cfcc67.jpeg,768,1024,82,54,724,501,culex
a752187e-6943-401e-b8c7-ba8edc1a47f0.jpeg,1088,1920,325,1389,602,1597,albopictus
7e7b5024-cd19-4d8d-907e-d27d53ee9972.jpeg,3024,4032,1145,1638,1651,2260,culex
47acf7ed-bf44-4be2-a630-81b683c1fe4e.jpeg,1785,1443,573,340,1207,974,albopictus
51206148-c012-432b-90f1-3e84c9d6bcd0.jpeg,2250,4000,734,1091,2098,2171,culex
9f486c54-8608-4763-aca8-0dbed7cf84d2.jpeg,3120,4160,1110,1897,1771,2523,japonicus/koreicus
df37d1f3-d0b2-48b1-a33d-3bbdbc8ef395.jpeg,1627,1545,137,378,1493,1292,culex
21ceaa18-adac-40db-832d-886362bd2bb4.jpeg,3024,4032,1165,1512,1728,2181,culex
2122ca72-d961-4f88-9010-c83bab7b5041.jpeg,768,1024,359,455,493,604,culex
04a95170-0348-43e1-a722-e178370e6812.jpeg,2448,3264,1657,319,2046,914,albopictus
d2529b46-b6a3-451d-a4d9-b2b755fefa9d.jpeg,3024,4032,898,910,2651,2719,culex
1d7eaece-2811-4a6e-818e-210f2c0a5473.jpeg,3024,4032,1282,1995,1595,2350,culex
4c59384f-b1fd-4681-bb14-ab42b4faa922.jpeg,893,848,346,244,592,661,culex
3218cb11-a38f-416a-b486-a6ae208cd55b.jpeg,3120,4160,1067,1538,2617,3450,albopictus
e8c3da33-ce6f-4683-9624-0d7f1385a66a.jpeg,2250,4000,559,1473,1403,2358,culiseta
a4d04bd0-8096-4c7f-b655-9f7c347d383f.jpeg,2304,4096,939,1901,1406,2204,albopictus
a983bd3d-51f1-4f6b-a5ba-39a40e4e31ab.jpeg,3024,4032,986,1143,2095,2079,culex
dbd5f10f-057f-4f79-8b8c-62f61c17d085.jpeg,768,1024,269,485,415,607,culex
d21fd065-e666-4bfe-8cd3-cf72dd6dbd2e.jpeg,2128,4608,545,1976,1025,2753,japonicus/koreicus
84ee9039-2911-4f0d-b82a-280255969da8.jpeg,1365,1024,302,133,865,789,culex
5f7633e0-de40-415b-857a-57a4e2bc11bd.jpeg,3120,4160,1444,2254,2005,2861,aegypti
c5764946-0609-47e1-b5fa-3abd5a625427.jpeg,2666,1501,934,404,1748,1073,albopictus
20071cf4-4f5c-468f-a072-9a7a5f959b34.jpeg,3000,4000,1215,1979,1855,2419,culex
f0fbe704-b461-496d-9f00-5d017c4e300d.jpeg,2604,4624,626,1408,1540,2447,albopictus
307ff796-54d6-4c71-b0fd-12914af6c6e2.jpeg,640,1136,95,476,444,673,albopictus
c1cff600-8680-4264-967d-998f3536ba8b.jpeg,2268,4032,657,1378,1303,2255,culiseta
c3215c71-2b64-4258-bbe8-1b9fc813b7d1.jpeg,768,1024,222,371,413,633,albopictus
2636ab25-5f80-4868-aaa8-1079a7b68a55.jpeg,768,1024,256,316,476,543,culex
ccf3d946-c7e3-453c-9b8d-404268860953.jpeg,960,1792,12,49,960,1295,culex
0a9dd5e9-2ca7-43ec-afa1-998d0ba53632.jpeg,2736,3648,615,1263,1820,2786,albopictus
0bc2db79-d154-416a-924b-cc17b14b95ae.jpeg,4608,3456,1079,608,3286,2730,culex
3bd37a59-b519-497e-b910-af61b59224f5.jpeg,3024,4032,916,1720,2202,2928,culex
cc522719-f4a7-479e-a229-e54c324a118e.jpeg,1024,1367,256,643,552,926,culiseta
34e90341-7155-4a0d-9f4a-f150e810eeaa.jpeg,1298,1179,377,282,996,725,culex
efb950ca-0c2d-4fef-a974-33d1ca86ff7a.jpeg,1024,1365,33,306,987,922,culex
7dfcac50-c139-4520-8c81-3a23fe18b6bc.jpeg,1242,2208,369,706,890,1362,albopictus
b0316dc7-2a64-40a5-ad16-dabdef69db8e.jpeg,1024,1365,402,471,918,1150,culex
511e81a8-ad6f-4f6f-b00f-a08a90959ad5.jpeg,2976,3968,940,1757,1401,2342,albopictus
7b7d87e8-b952-44c3-8805-19a8138e4d5b.jpeg,1459,1157,284,272,1118,1040,culex
b215d7b0-7050-44f4-a113-1241664fda88.jpeg,3000,4000,181,1072,2602,3311,albopictus
ea788c8f-873a-49e4-b247-338001dd4958.jpeg,768,1024,285,455,456,629,culex
cbab678d-06c2-4f1e-8723-ac254f7364d5.jpeg,3024,4032,848,1402,1617,2111,culiseta
baf35705-e521-40ec-8089-4fabf3d5e7be.jpeg,1024,1365,342,419,727,884,albopictus
2bc08856-e615-490c-833c-c35f3102a961.jpeg,650,986,147,235,555,672,albopictus
4f9bec41-88d5-4fc4-a29e-9fb09ed7727c.jpeg,489,1024,337,635,462,734,culex
ac75649e-125d-42d5-9ada-116a4b0677bd.jpeg,4224,5632,1152,1819,2508,3373,culex
00a83991-8522-45b9-a102-61cbe9f0dff5.jpeg,3024,4032,1602,2735,1885,3127,albopictus
8dcbdfb5-986f-4182-9648-9128f00a927e.jpeg,3024,4032,559,1493,1917,3056,albopictus
905a401e-7d2b-4c5e-be46-5633030e3aea.jpeg,1438,1016,830,347,1229,794,albopictus
8015c154-57fa-4579-9956-9b6e17664df6.jpeg,720,1280,27,292,620,1069,albopictus
8d4817fc-e8b9-4fad-ab1c-66a58b34e5db.jpeg,4000,3000,2711,1309,3092,1716,albopictus
74dae255-61f9-4615-b478-a0ce71cef30b.jpeg,3000,4000,1217,1159,1642,1901,albopictus
23b0c9d4-6f59-4d74-99e6-82ae4c8e72f0.jpeg,3024,4032,1070,2104,1659,2577,culex
3c6eed99-b756-42b3-90a3-4314b448d953.jpeg,1536,2048,670,936,1000,1388,culiseta
d5ab75fd-8e9c-4c0b-8dab-5d79bae20bef.jpeg,1191,1145,376,534,824,859,albopictus
02aa87df-7c9c-41b4-92db-de44b8864930.jpeg,1024,1365,337,1002,628,1212,japonicus/koreicus
6617ee6c-21ce-4417-ad12-bca15e132767.jpeg,4032,3024,2112,1402,2649,1810,japonicus/koreicus
8d173ea9-33ef-4cf2-845e-9d45f880fdcc.jpeg,1816,4032,648,1537,1250,2255,culex
3096f7ae-ccc7-4b0a-b0fa-e10ee0f7678d.jpeg,3968,2976,1277,1234,1776,1794,albopictus
6312e8e4-12bc-4ecb-a428-7cdaf4a82de8.jpeg,1116,1381,135,234,1035,1093,albopictus
aab52c9a-4fc8-4df1-9182-9b1323ca04cf.jpeg,1261,1778,667,834,806,1008,albopictus
57334132-a4a4-4f9b-bca1-511b8319eb1f.jpeg,1932,2576,746,928,1215,1414,albopictus
9b796101-5278-4d4d-80c6-45e3f8583085.jpeg,4000,3000,1979,926,2477,1243,albopictus
25d04550-cc48-4684-962a-51c50bb6c95d.jpeg,1280,720,593,417,657,486,albopictus
37ea40f8-96b7-419b-a414-7873df159227.jpeg,616,616,223,277,429,526,albopictus
dbbfa1bb-d941-4743-a28b-0dbe7415234c.jpeg,3024,4032,1247,1561,2132,2282,culex
4cd51aff-5f1c-4b1a-826c-4de004f833a9.jpeg,900,1600,259,593,506,903,albopictus
a107d201-1c72-4263-8815-d698c28a8f39.jpeg,3024,4032,665,1569,2122,3003,albopictus
fc7b43fe-70b5-46f8-bbe5-cc433f064aa4.jpeg,768,1024,445,452,688,742,culex
36cc6134-bae3-4184-ace1-c2d0c281409c.jpeg,1024,2106,327,938,608,1127,albopictus
6288f6dd-5d01-4134-b461-fcaf89789b3c.jpeg,3000,4000,217,812,1587,2315,culex
c63dcd81-8bff-4800-8b73-a553913236c3.jpeg,616,616,159,170,495,502,albopictus
4a1b1c92-842e-4432-91d1-af401a303b3b.jpeg,750,1334,55,347,692,924,japonicus/koreicus
ae32dfa6-178f-41eb-96ac-ab4b47d0da87.jpeg,4608,2592,1201,615,3195,2000,albopictus
a7ccbc69-9e27-464c-85c7-0d2cc316b24b.jpeg,1024,1365,391,530,632,715,albopictus
15cd3635-e845-4e0c-90b0-2b2f381e7997.jpeg,871,944,283,372,566,655,culex
c9cf816e-0761-469c-aecc-ad6a5b7e3550.jpeg,1200,1600,493,653,699,985,albopictus
818fa666-c4ba-497a-b7f2-86f3f9849c53.jpeg,1160,2576,393,767,776,1174,albopictus
f76b4f2d-00e1-4a4b-ae34-d640d095d6c7.jpeg,768,1024,317,540,443,651,albopictus
9a9a96f7-a5dd-406c-9172-31227be57728.jpeg,2268,4032,1102,1876,1381,2213,albopictus
de768a21-f186-4cd4-8d4b-c9a2ecb9cfc2.jpeg,3024,4032,1163,1765,2092,2862,albopictus
e0ea3c2c-7122-4ecd-ae7b-3222f1018fb5.jpeg,2448,3264,843,1161,1498,2096,albopictus
06e52cdc-5c55-4929-94d6-193ab4b5c16c.jpeg,4128,2322,1914,1048,2337,1444,albopictus
1b0175bf-cb96-4270-938d-ac248e73437c.jpeg,3024,4032,1137,1948,1609,2470,albopictus
9af33f20-305b-40e6-aa32-852a575c9345.jpeg,1234,1324,543,251,960,792,japonicus/koreicus
669ca21d-15f5-43ad-933e-570252d60df7.jpeg,3120,4160,669,1441,2323,2922,albopictus
978990f7-e0c9-45ab-bf2f-14e88a2b0ae5.jpeg,1285,1288,143,303,957,957,albopictus
3019433d-befb-40a8-805f-dcfa65a2a3b5.jpeg,768,1024,261,369,473,547,culex
12d725a4-8a4a-401c-94c2-9205908a8016.jpeg,626,542,172,159,401,356,albopictus
28964fc0-e568-43ee-9e22-fd6ae7ee7dd9.jpeg,1024,1365,155,283,449,744,albopictus
7679548b-9c9c-45ab-8b97-0e5c943fb708.jpeg,768,1024,245,391,593,657,culex
79ce8041-4e65-496b-b1b1-b0a975ac5a5b.jpeg,738,1599,165,656,321,844,culex
ae0de88c-0921-46e6-98ef-af0d390ad615.jpeg,4000,3000,936,1654,2375,2880,culex
fe0f6436-8cba-4b87-8768-b73433f370d1.jpeg,3024,4032,1079,1981,1957,2480,japonicus/koreicus
a8bd345f-b06b-4085-af33-077dfe32daed.jpeg,1024,1365,16,503,773,1256,culex
9b10ebb8-2dfd-4e77-9bed-325e2840d51e.jpeg,4128,3096,914,1244,2764,2106,albopictus
7bc007f1-db32-4fe5-ab8f-b2dbbed64929.jpeg,4032,3024,394,205,2381,2069,culex
21b22783-03d4-4653-8567-f622c7b599d3.jpeg,3024,4032,1397,1852,1682,2223,japonicus/koreicus
71dc609d-a930-4e4d-aa19-4405bf6824bd.jpeg,3024,4032,810,1366,1785,2186,culiseta
1f244a9c-4aa7-48e0-a65a-7ad99b92b974.jpeg,3840,5120,685,2349,2238,4119,albopictus
e19f5ae0-36f2-446a-b79a-6cad6b9a57c1.jpeg,1024,1365,333,477,761,869,culex
64c83937-7731-43ce-b314-e906dcfa0295.jpeg,640,1136,310,382,494,661,albopictus
ba96bbf3-30dd-478f-874e-7d2f838afc98.jpeg,491,510,145,74,442,447,albopictus
755d75c2-58ed-47d3-9490-f9878b34de77.jpeg,1824,1824,367,386,1216,1104,albopictus
0b22d59a-3e8d-45d3-8541-0aacbc0538ac.jpeg,768,1024,260,420,397,572,culex
696984dd-7580-451f-96d9-e2a4315a83cc.jpeg,2129,1024,502,344,903,709,culex
37fe4feb-5f86-4a53-911d-6c7701a29083.jpeg,3024,4032,912,2392,1939,3351,albopictus
853071ed-d0ee-4082-85c0-8bf68182d85e.jpeg,4032,3024,1252,798,2521,2601,albopictus
e9b97488-72e7-42d6-ad12-9c437aa26eb2.jpeg,1569,2048,516,782,737,1039,albopictus
